Day,"Campaign ID","Campaign name","Ad set ID","Ad Set Name","Ad ID","Ad name",Objective,Region,"Delivery status","Delivery level","Attribution setting",Reach,Impressions,Frequency,"Amount spent (NZD)","Link clicks","CPM (cost per 1,000 impressions)","CPC (cost per link click)","CTR (all)","Video plays at 25%","Reporting starts","Reporting ends"
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"West Coast",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.01,,10,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Nelson Province",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",3,3,1,0.01,,3.33333333,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,Manawatu-Wanganui,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",13,15,1.15384615,0.18,,12,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,Otago,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",2,2,1,0.01,,5,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,Taranaki,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",6,6,1,0.06,,10,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,Waikato,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",25,27,1.08,0.29,1,10.74074074,0.29,7.40740741,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Gisborne District",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",2,2,1,0.02,,10,,50,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Northland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",2,2,1,0.04,1,20,0.04,50,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Auckland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",225,256,1.13777778,2.4,35,9.375,0.06857143,14.0625,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,Canterbury,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",20,22,1.1,0.13,4,5.90909091,0.0325,22.72727273,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Hawke's Bay",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.01,,10,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Wellington Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",35,40,1.14285714,0.29,2,7.25,0.145,7.5,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,Southland,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",3,4,1.33333333,0.04,,10,,25,,2025-04-23,2025-04-23
2025-04-23,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,"Hawke's Bay",not_delivering,ad,"7-day click or 1-day view",3,3,1,0.03,,10,,0,,2025-04-23,2025-04-23
2025-04-23,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,"Tasman District",not_delivering,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-04-23,2025-04-23
2025-04-23,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,Otago,not_delivering,ad,"7-day click or 1-day view",9,9,1,0.06,,6.66666667,,0,,2025-04-23,2025-04-23
2025-04-23,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,Canterbury,not_delivering,ad,"7-day click or 1-day view",30,32,1.06666667,0.14,,4.375,,0,,2025-04-23,2025-04-23
2025-04-23,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,"Auckland Region",not_delivering,ad,"7-day click or 1-day view",274,300,1.09489051,1.35,,4.5,,0,,2025-04-23,2025-04-23
2025-04-23,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,Waikato,not_delivering,ad,"7-day click or 1-day view",42,44,1.04761905,0.26,,5.90909091,,0,,2025-04-23,2025-04-23
2025-04-23,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,"Bay of Plenty Region",not_delivering,ad,"7-day click or 1-day view",13,16,1.23076923,0.05,,3.125,,0,,2025-04-23,2025-04-23
2025-04-23,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,"Wellington Region",not_delivering,ad,"7-day click or 1-day view",32,34,1.0625,0.19,,5.58823529,,0,,2025-04-23,2025-04-23
2025-04-23,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,"Marlborough Region",not_delivering,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-04-23,2025-04-23
2025-04-23,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,"Northland Region",not_delivering,ad,"7-day click or 1-day view",4,4,1,0.02,,5,,0,,2025-04-23,2025-04-23
2025-04-23,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,Taranaki,not_delivering,ad,"7-day click or 1-day view",2,2,1,0.01,,5,,0,,2025-04-23,2025-04-23
2025-04-23,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,Southland,not_delivering,ad,"7-day click or 1-day view",6,6,1,0.03,,5,,16.66666667,,2025-04-23,2025-04-23
2025-04-23,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,"Nelson Province",not_delivering,ad,"7-day click or 1-day view",3,4,1.33333333,0.03,,7.5,,0,,2025-04-23,2025-04-23
2025-04-23,120222208709130154,"Store Location Awareness Campaign",120222208709140154,In_Store_Studio_Trial,120222208709150154,"In store studio ads",OUTCOME_AWARENESS,Manawatu-Wanganui,not_delivering,ad,"7-day click or 1-day view",5,5,1,0.04,,8,,0,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Tasman District",inactive,ad,"7-day click or 1-day view",5,5,1,0.05,,10,,0,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"West Coast",inactive,ad,"7-day click or 1-day view",4,4,1,0.09,,22.5,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Bay of Plenty Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",11,12,1.09090909,0.1,,8.33333333,,8.33333333,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Nelson Province",inactive,ad,"7-day click or 1-day view",4,4,1,0.02,,5,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Bay of Plenty Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",4,7,1.75,0.07,,10,,0,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Southland,inactive,ad,"7-day click or 1-day view",14,17,1.21428571,0.15,,8.82352941,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Auckland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.03,,30,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Otago,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",6,6,1,0.03,,5,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Nelson Province",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",2,2,1,0.02,1,10,0.02,50,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Taranaki,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",4,4,1,0.02,,5,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Auckland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",144,201,1.39583333,2.13,3,10.59701493,0.71,4.97512438,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"West Coast",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,3,3,0.07,1,23.33333333,0.07,66.66666667,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Wellington Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",25,35,1.4,0.35,1,10,0.35,11.42857143,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Waikato,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",23,29,1.26086957,0.51,1,17.5862069,0.51,3.44827586,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Canterbury,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",15,20,1.33333333,0.19,,9.5,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Manawatu-Wanganui,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",7,15,2.14285714,0.09,5,6,0.018,33.33333333,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Hawke's Bay",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0,,0,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Southland,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",3,4,1.33333333,0.02,,5,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Northland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",3,4,1.33333333,0.05,,12.5,,0,,2025-04-23,2025-04-23
2025-04-23,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120223381872460154,mothers_day_special_caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Gisborne District",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.01,,10,,0,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Gisborne District",inactive,ad,"7-day click or 1-day view",8,8,1,0.17,,21.25,,0,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Taranaki,inactive,ad,"7-day click or 1-day view",14,15,1.07142857,0.12,1,8,0.12,6.66666667,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Otago,inactive,ad,"7-day click or 1-day view",18,18,1,0.21,,11.66666667,,0,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Bay of Plenty Region",inactive,ad,"7-day click or 1-day view",47,51,1.08510638,0.93,,18.23529412,,0,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Hawke's Bay",inactive,ad,"7-day click or 1-day view",17,17,1,0.16,,9.41176471,,0,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Marlborough Region",inactive,ad,"7-day click or 1-day view",7,7,1,0.13,,18.57142857,,0,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Northland Region",inactive,ad,"7-day click or 1-day view",17,17,1,0.1,,5.88235294,,0,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Manawatu-Wanganui,inactive,ad,"7-day click or 1-day view",40,46,1.15,0.53,1,11.52173913,0.53,10.86956522,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Auckland Region",inactive,ad,"7-day click or 1-day view",923,1058,1.14626219,10.92,33,10.32136106,0.33090909,5.10396975,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Wellington Region",inactive,ad,"7-day click or 1-day view",118,139,1.1779661,1.58,3,11.36690647,0.52666667,5.03597122,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Canterbury,inactive,ad,"7-day click or 1-day view",100,121,1.21,1.08,1,8.92561983,1.08,1.65289256,,2025-04-23,2025-04-23
2025-04-23,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Waikato,inactive,ad,"7-day click or 1-day view",83,102,1.22891566,1.26,2,12.35294118,0.63,2.94117647,,2025-04-23,2025-04-23
2025-04-22,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Marlborough Region",inactive,ad,"7-day click or 1-day view",4,4,1,0.06,,15,,0,,2025-04-22,2025-04-22
2025-04-22,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Bay of Plenty Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",5,7,1.4,0.07,1,10,0.07,14.28571429,,2025-04-22,2025-04-22
2025-04-22,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222398482800154,caraousel_old_stock_products_20_April,OUTCOME_SALES,"Auckland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",242,296,1.2231405,2.88,26,9.72972973,0.11076923,13.85135135,,2025-04-22,2025-04-22
2025-04-22,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Hawke's Bay",inactive,ad,"7-day click or 1-day view",2,2,1,0.01,,5,,0,,2025-04-22,2025-04-22
